clause_id,clause_text,jurisdiction,clause_type,monthly_rent_bracket,legal_basis,risk_label,label_source,rationale,monthly_rent_bracket_raw,legal_basis_raw,flagged_for_review
DEL-TE-017-V2,The agreement provides no procedure for disputes about the date on which possession was actually delivered.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-018-V2,"Landlord may terminate immediately for any breach, including a minor housekeeping violation.",delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-019-V2,Tenant may challenge a disputed termination through the dispute-resolution mechanism stated in the agreement.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-020-V2,Possession shall be considered delivered only after both parties sign the inspection report.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-021-V2,Landlord may remove a tenant's belongings if rent is unpaid for fifteen days.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-022-V2,The agreement distinguishes expiry of the contractual term from legal grounds for recovery of possession.,delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-023-V2,Tenant shall remain in possession until lawful termination and completion of the agreed handover process.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-024-V2,Landlord may recover documented unpaid rent separately from seeking possession where permitted by law.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-025-V2,Termination for unauthorized subletting is subject to the terms of the agreement and applicable law.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-026-V2,The landlord's right to recover possession is stated without identifying the grounds or procedure.,delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-027-V2,Tenant shall not obstruct a lawful handover inspection.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-028-V2,Landlord may take possession on the last day of the term provided the tenant has vacated voluntarily.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-029-V2,Any surrender of the premises before expiry shall be recorded in writing.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-030-V2,Landlord may retain all personal property left behind indefinitely after termination.,delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-031-V2,Tenant shall not be required to sign a blank possession certificate.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-032-V2,Termination shall be effective on the date stated in the written notice unless law requires otherwise.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-033-V2,Landlord may seek appropriate legal remedies for material breach rather than using force or lockout.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-034-V2,"At expiry, the parties shall document meter readings and condition of the premises.",delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-035-V2,An eviction clause that permits physical removal without legal process creates a serious risk and should be reviewed.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-RP-001-V2,Monthly rent shall be paid by bank transfer on or before the fifth day of each month.,delhi,rent_payment,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear due dates, payment channels, and receipts reduce payment disputes.","≤₹3,500",general_law,False
DEL-RP-002-V2,Landlord shall provide a receipt or electronic acknowledgement for rent received.,delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented_v2,The payment mechanism is mainly contractual but should preserve reliable evidence of payment.,"₹3,501–₹15,000",contractual,False
DEL-RP-003-V2,Rent paid after the due date shall attract the late charge stated in Schedule A.,delhi,rent_payment,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreceipted cash demands or unilateral payment changes create avoidable evidentiary and dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-RP-004-V2,Tenant may request bank details in writing before making the first payment.,delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented_v2,"The applicable statutory regime may affect consequences of non-payment, so the rent bracket matters.",">₹30,000",market_deviation,False
DEL-RP-005-V2,Rent shall be considered paid when the electronic transfer is successfully credited.,delhi,rent_payment,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear due dates, payment channels, and receipts reduce payment disputes.","≤₹3,500",general_law,False
DEL-RP-006-V2,Landlord may refuse to acknowledge rent payments made by bank transfer.,delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented_v2,The payment mechanism is mainly contractual but should preserve reliable evidence of payment.,"₹3,501–₹15,000",contractual,False
DEL-RP-007-V2,"Tenant shall pay rent in cash only, without any receipt being issued.",delhi,rent_payment,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreceipted cash demands or unilateral payment changes create avoidable evidentiary and dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-RP-008-V2,Rent shall be payable monthly in advance unless the parties agree otherwise in writing.,delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented_v2,"The applicable statutory regime may affect consequences of non-payment, so the rent bracket matters.",">₹30,000",market_deviation,False
DEL-RP-009-V2,Any change in the designated payment account must be communicated in writing.,delhi,rent_payment,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear due dates, payment channels, and receipts reduce payment disputes.","≤₹3,500",general_law,False
DEL-RP-010-V2,"Tenant may retain evidence of payment, including bank transaction records.",delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented_v2,The payment mechanism is mainly contractual but should preserve reliable evidence of payment.,"₹3,501–₹15,000",contractual,False
DEL-RP-011-V2,Late payment charges shall apply only after the contractual grace period expires.,delhi,rent_payment,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreceipted cash demands or unilateral payment changes create avoidable evidentiary and dispute risk.,"₹15,001–₹30,000",statutory,True
